BLDG,ROOM,DAYS,TIME,DATES,SUBJ,CRSE #,CRN,X-LIST
CHCB,111,MTWRF,1230-1430,03-JAN-2012/20-JAN-2012,GEO,102N,32485
CHCB,111,MTWRF,1510-1700,03-JAN-2012/20-JAN-2012,GEO,102N,35135
CHCB,111,F,0810-1000,23-JAN-2012/12-MAY-2012,GEO,102N,32564
CHCB,111,R,1010-1200,23-JAN-2012/12-MAY-2012,GEO,102N,32565
CHCB,111,W,1010-1200,23-JAN-2012/12-MAY-2012,GEO,102N,32562
CHCB,111,T,1010-1200,23-JAN-2012/12-MAY-2012,GEO,102N,32558
CHCB,111,M,1210-1400,23-JAN-2012/12-MAY-2012,GEO,102N,32556
CHCB,111,R,1310-1500,23-JAN-2012/12-MAY-2012,GEO,102N,32566
CHCB,111,F,1310-1500,23-JAN-2012/12-MAY-2012,GEO,102N,32568
CHCB,111,T,1310-1500,23-JAN-2012/12-MAY-2012,GEO,102N,32559
CHCB,111,R,1510-1700,23-JAN-2012/12-MAY-2012,GEO,102N,32557
CHCB,111,W,1510-1700,23-JAN-2012/12-MAY-2012,GEO,102N,32563
CHCB,111,T,1510-1700,23-JAN-2012/12-MAY-2012,GEO,102N,32560
CHCB,111,T,1810-2000,23-JAN-2012/12-MAY-2012,GEO,102N,32561
CHCB,111,W,1810-2000,23-JAN-2012/12-MAY-2012,GEO,102N,32567
CHCB,116,,,23-JAN-2012/12-MAY-2012,GEO,699,33426
CHCB,116,,,23-JAN-2012/12-MAY-2012,GEO,499,33423
CHCB,116A,,,23-JAN-2012/12-MAY-2012,GEO,699,32631
CHCB,117,,,23-JAN-2012/12-MAY-2012,GEO,699,32629
CHCB,131,MTWF,0810-0900,23-JAN-2012/12-MAY-2012,PHSX,205N,33770
CHCB,131,MTWF,0910-1000,23-JAN-2012/12-MAY-2012,PHSX,207N,33777
CHCB,131,MTWF,1010-1100,23-JAN-2012/12-MAY-2012,PHSX,207N,33778
CHCB,131,MWF,1110-1200,23-JAN-2012/12-MAY-2012,GEO,101N,32554
CHCB,131,MTWF,1210-1300,23-JAN-2012/12-MAY-2012,PHSX,205N,33771
CHCB,131,MTWR,1310-1400,23-JAN-2012/12-MAY-2012,PHSX,217N,32860
CHCB,131,MWF,1410-1500,23-JAN-2012/12-MAY-2012,GEO,101N,32555
CHCB,131,TR,1410-1530,23-JAN-2012/12-MAY-2012,PSYX,400,30518
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,W,1510-1600,23-JAN-2012/12-MAY-2012,-,-,33675
CHCB,131,MTWR,1610-1700,23-JAN-2012/12-MAY-2012,PSYX,100S,30225
CHCB,131,MW,1710-1830,23-JAN-2012/12-MAY-2012,GEO,105N,33226
CHCB,213,TR,1410-1500,23-JAN-2012/12-MAY-2012,CHMY,224,32681
CHCB,213,MW,1410-1500,23-JAN-2012/12-MAY-2012,CHMY,224,31297
CHCB,217,TR,1110-1200,23-JAN-2012/12-MAY-2012,CHMY,224,31782
CHCB,217,TR,1110-1200,23-JAN-2012/12-MAY-2012,CHMY,224,31486
CHCB,217,R,1410-1600,23-JAN-2012/12-MAY-2012,BCH,111,33245
CHCB,217,MF,1510-1800,23-JAN-2012/12-MAY-2012,BCH,486,34933
CHCB,217,W,1510-1700,23-JAN-2012/12-MAY-2012,BCH,111,33604
CHCB,225,R,1010-1200,23-JAN-2012/12-MAY-2012,PHSX,206N,33774
CHCB,225,R,1310-1500,23-JAN-2012/12-MAY-2012,PHSX,206N,33775
CHCB,225,T,1310-1500,23-JAN-2012/12-MAY-2012,PHSX,206N,33772
CHCB,225,W,1310-1500,23-JAN-2012/12-MAY-2012,PHSX,206N,33773
CHCB,225,R,1510-1700,23-JAN-2012/12-MAY-2012,PHSX,206N,33776
CHCB,229,T,1110-1300,23-JAN-2012/12-MAY-2012,PHSX,208N,33781
CHCB,229,T,1310-1500,23-JAN-2012/12-MAY-2012,PHSX,208N,33782
CHCB,229,M,1310-1500,23-JAN-2012/12-MAY-2012,PHSX,208N,33779
CHCB,229,T,1510-1700,23-JAN-2012/12-MAY-2012,PHSX,208N,33783
CHCB,229,W,1510-1700,23-JAN-2012/12-MAY-2012,PHSX,218N,32861
CHCB,229,R,1510-1700,23-JAN-2012/12-MAY-2012,PHSX,218N,32862
CHCB,229,M,1510-1700,23-JAN-2012/12-MAY-2012,PHSX,208N,33780
CHCB,230,MWF,0910-1000,23-JAN-2012/12-MAY-2012,ASTR,142N,32159
CHCB,230,TR,0940-1100,23-JAN-2012/12-MAY-2012,PHSX,327,32497
CHCB,230,MWF,1010-1100,23-JAN-2012/12-MAY-2012,ASTR,365,34932
CHCB,230,MWF,1110-1200,23-JAN-2012/12-MAY-2012,PHSX,301,30439
CHCB,230,TR,1110-1230,23-JAN-2012/12-MAY-2012,PHSX,330,34931
CHCB,230,MWF,1210-1300,23-JAN-2012/12-MAY-2012,PHSX,462,32499
CHCB,230,MWF,1310-1400,23-JAN-2012/12-MAY-2012,PHSX,425,31584
CHCB,230,MWF,1410-1500,23-JAN-2012/12-MAY-2012,PHSX,320,32863
CHCB,230,M,1510-1700,23-JAN-2012/12-MAY-2012,ASTR,142N,32159
CHCB,302,,,23-JAN-2012/12-MAY-2012,GEO,392,32578
CHCB,302,,,23-JAN-2012/12-MAY-2012,GEO,599,32624
CHCB,302,,,23-JAN-2012/12-MAY-2012,GEO,499,32602
CHCB,302,,,23-JAN-2012/12-MAY-2012,GEO,699,32635
CHCB,302,,,23-JAN-2012/12-MAY-2012,GEO,492,32591
CHCB,304,TR,0810-0930,23-JAN-2012/12-MAY-2012,GEO,572,34794
CHCB,304,MWF,1010-1100,23-JAN-2012/12-MAY-2012,GEO,309,33907
CHCB,304,TR,1010-1100,23-JAN-2012/12-MAY-2012,GEO,228,34786
CHCB,304,MWF,1110-1200,23-JAN-2012/12-MAY-2012,GEO,226,34463
CHCB,304,MWF,1110-1200,23-JAN-2012/12-MAY-2012,GEO,226,33905
CHCB,304,R,1310-1700,23-JAN-2012/12-MAY-2012,GEO,231,32877
CHCB,304,MWF,1310-1400,23-JAN-2012/12-MAY-2012,GEO,451,34790
CHCB,304,T,1310-1400,23-JAN-2012/12-MAY-2012,GEO,231,32877
CHCB,304,TR,1510-1630,23-JAN-2012/12-MAY-2012,GEO,106N,34783
CHCB,304,W,1510-1700,23-JAN-2012/12-MAY-2012,GEO,326,32569
CHCB,307,,,23-JAN-2012/12-MAY-2012,GEO,494,32582
CHCB,307,,,23-JAN-2012/12-MAY-2012,GEO,499,32603
CHCB,307,,,23-JAN-2012/12-MAY-2012,GEO,699,32636
CHCB,307,,,23-JAN-2012/12-MAY-2012,GEO,492,32592
CHCB,307,,,23-JAN-2012/12-MAY-2012,GEO,599,32625
CHCB,307,,,23-JAN-2012/12-MAY-2012,GEO,392,32579
CHCB,316,,,23-JAN-2012/12-MAY-2012,GEO,392,33422
CHCB,316,,,23-JAN-2012/12-MAY-2012,GEO,492,33421
CHCB,316,,,23-JAN-2012/12-MAY-2012,GEO,599,33425
CHCB,316A,,,23-JAN-2012/12-MAY-2012,GEO,599,32620
CHCB,316A,,,23-JAN-2012/12-MAY-2012,GEO,392,32574
CHCB,316A,,,23-JAN-2012/12-MAY-2012,GEO,499,32598
CHCB,316A,,,23-JAN-2012/12-MAY-2012,GEO,492,32587
CHCB,317,,,23-JAN-2012/12-MAY-2012,GEO,599,32618
CHCB,317,,,23-JAN-2012/12-MAY-2012,GEO,499,32596
CHCB,317,,,23-JAN-2012/12-MAY-2012,GEO,392,32572
CHCB,317,,,23-JAN-2012/12-MAY-2012,GEO,492,32585
CHCB,325,,,23-JAN-2012/12-MAY-2012,GEO,599,32623
CHCB,325,,,23-JAN-2012/12-MAY-2012,GEO,492,32590
CHCB,325,,,23-JAN-2012/12-MAY-2012,GEO,699,32634
CHCB,325,,,23-JAN-2012/12-MAY-2012,GEO,392,32577
CHCB,325,,,23-JAN-2012/12-MAY-2012,GEO,499,32601
CHCB,329,,,23-JAN-2012/12-MAY-2012,GEO,492,32583
CHCB,329,,,23-JAN-2012/12-MAY-2012,GEO,392,32571
CHCB,329,,,23-JAN-2012/12-MAY-2012,GEO,599,32616
CHCB,329,,,23-JAN-2012/12-MAY-2012,GEO,699,32627
CHCB,329,,,23-JAN-2012/12-MAY-2012,GEO,499,32594
CHCB,331,,,23-JAN-2012/12-MAY-2012,GEO,699,32628
CHCB,331,,,23-JAN-2012/12-MAY-2012,GEO,392,32570
CHCB,331,,,23-JAN-2012/12-MAY-2012,GEO,492,32584
CHCB,331,,,23-JAN-2012/12-MAY-2012,GEO,499,32595
CHCB,331,,,23-JAN-2012/12-MAY-2012,GEO,599,32617
CHCB,333,TR,1110-1230,23-JAN-2012/12-MAY-2012,GEO,582,34795
CHCB,333,R,1410-1700,23-JAN-2012/12-MAY-2012,GEO,548,34793
CHCB,333,MWF,1410-1500,23-JAN-2012/12-MAY-2012,GEO,583,32878
CHCB,333,T,1410-1700,23-JAN-2012/12-MAY-2012,GEO,436,34403
CHCB,344,T,1310-1400,23-JAN-2012/12-MAY-2012,GEO,491,34791
CHCB,344,R,1310-1500,23-JAN-2012/12-MAY-2012,GEO,491,34791
CHCB,344,W,1410-1600,23-JAN-2012/12-MAY-2012,GEO,435,34404
CHCB,344,M,1510-1600,23-JAN-2012/12-MAY-2012,GEO,435,34404
CHCB,348,TR,0910-1030,23-JAN-2012/12-MAY-2012,GEO,191N,35432
CHCB,348,W,1310-1500,23-JAN-2012/12-MAY-2012,GEO,226,34463
CHCB,348,M,1310-1500,23-JAN-2012/12-MAY-2012,GEO,226,33905
CHCB,348,TR,1510-1630,23-JAN-2012/12-MAY-2012,GEO,482,34788,A2
CHCB,348,TR,1510-1630,23-JAN-2012/12-MAY-2012,CCS,382,34789,A2
CHCB,348,MW,1510-1630,23-JAN-2012/12-MAY-2012,GEO,585,33910
CHCB,353,,,23-JAN-2012/12-MAY-2012,GEO,699,32698
CHCB,353,,,23-JAN-2012/12-MAY-2012,GEO,599,32697
CHCB,353,,,23-JAN-2012/12-MAY-2012,GEO,499,32695
CHCB,353,,,23-JAN-2012/12-MAY-2012,GEO,492,32694
CHCB,353,,,23-JAN-2012/12-MAY-2012,GEO,392,32693
CHCB,357,,,23-JAN-2012/12-MAY-2012,GEO,599,32626
CHCB,357,,,23-JAN-2012/12-MAY-2012,GEO,699,32637
CHCB,357,,,23-JAN-2012/12-MAY-2012,GEO,392,32580
CHCB,357,,,23-JAN-2012/12-MAY-2012,GEO,492,32593
CHCB,357,,,23-JAN-2012/12-MAY-2012,GEO,499,32604
CHCB,359,,,23-JAN-2012/12-MAY-2012,GEO,499,32597
CHCB,359,,,23-JAN-2012/12-MAY-2012,GEO,392,32573
CHCB,359,,,23-JAN-2012/12-MAY-2012,GEO,699,32630
CHCB,359,,,23-JAN-2012/12-MAY-2012,GEO,492,32586
CHCB,359,,,23-JAN-2012/12-MAY-2012,GEO,599,32619
CHCB,362,,,23-JAN-2012/12-MAY-2012,GEO,499,32600
CHCB,362,,,23-JAN-2012/12-MAY-2012,GEO,492,32589
CHCB,362,,,23-JAN-2012/12-MAY-2012,GEO,599,32622
CHCB,362,,,23-JAN-2012/12-MAY-2012,GEO,392,32576
CHCB,362,,,23-JAN-2012/12-MAY-2012,GEO,699,32633
CHCB,363,,,23-JAN-2012/12-MAY-2012,GEO,699,32632
CHCB,363,,,23-JAN-2012/12-MAY-2012,GEO,499,32599
CHCB,363,,,23-JAN-2012/12-MAY-2012,GEO,599,32621
CHCB,363,,,23-JAN-2012/12-MAY-2012,GEO,492,32588
CHCB,363,,,23-JAN-2012/12-MAY-2012,GEO,392,32575
CHCB,371,,,23-JAN-2012/12-MAY-2012,GEO,498,32581
CHCB,403,T,1410-1700,23-JAN-2012/12-MAY-2012,ENSC,245N,31491
CHCB,403,W,1410-1700,23-JAN-2012/12-MAY-2012,ENSC,245N,30559
CHCB,403,R,1410-1700,23-JAN-2012/12-MAY-2012,ENSC,245N,33620
CHCB,452,F,0910-1100,23-JAN-2012/12-MAY-2012,PTRM,450,31329
CHCB,452,TR,0940-1100,23-JAN-2012/12-MAY-2012,FORS,505,34769
CHCB,452,W,1010-1100,23-JAN-2012/12-MAY-2012,NRSM,596,35660
CHCB,452,M,1310-1600,23-JAN-2012/12-MAY-2012,PTRM,310,33064
CHCB,452,TR,1540-1700,23-JAN-2012/12-MAY-2012,PTRM,230,34341
CHEM,102,TR,0910-1030,23-JAN-2012/12-MAY-2012,DANC,334,34738
CHEM,102,MWF,0910-1000,23-JAN-2012/12-MAY-2012,M,105,30694
CHEM,102,MW,1010-1100,23-JAN-2012/12-MAY-2012,C&I,160,30870
CHEM,102,W,1110-1300,23-JAN-2012/12-MAY-2012,ENST,476,33171,11
CHEM,102,M,1110-1200,23-JAN-2012/12-MAY-2012,ENST,476,33171,11
CHEM,102,TR,1110-1230,23-JAN-2012/12-MAY-2012,COMM,111A,30355
CHEM,102,W,1110-1300,23-JAN-2012/12-MAY-2012,CCS,485,33398,11
CHEM,102,M,1110-1200,23-JAN-2012/12-MAY-2012,CCS,485,33398,11
CHEM,102,MW,1310-1400,23-JAN-2012/12-MAY-2012,CHMY,421,31299
CHEM,102,TR,1310-1430,23-JAN-2012/12-MAY-2012,CHMY,360,30716
CHEM,102,MWF,1410-1500,23-JAN-2012/12-MAY-2012,CHMY,403,30317
CHEM,102,MTWRF,1510-1600,23-JAN-2012/12-MAY-2012,ARAB,102,32316
CHEM,102,M,1610-1800,23-JAN-2012/12-MAY-2012,CHMY,143N,32910
CHEM,102,R,1710-1900,23-JAN-2012/12-MAY-2012,CHMY,141N,30551
CHEM,102,T,1710-1900,23-JAN-2012/12-MAY-2012,CHMY,143N,32906
CHEM,119,TR,0910-1200,23-JAN-2012/12-MAY-2012,CHMY,421,30315
CHEM,119,MW,0910-1200,23-JAN-2012/12-MAY-2012,CHMY,421,30314
CHEM,119,R,1310-1500,23-JAN-2012/12-MAY-2012,CHMY,402,30467
CHEM,119,T,1310-1500,23-JAN-2012/12-MAY-2012,CHMY,402,30467
CHEM,123,MTWRF,0900-1200,03-JAN-2012/20-JAN-2012,GEO,101N,32484
CHEM,123,MWF,0910-1000,23-JAN-2012/12-MAY-2012,CHMY,141N,31294
CHEM,123,TR,0940-1100,23-JAN-2012/12-MAY-2012,NRSM,422,30515
CHEM,123,MWF,1010-1100,23-JAN-2012/12-MAY-2012,ECNS,201S,30027
CHEM,123,MWF,1110-1200,23-JAN-2012/12-MAY-2012,PSYX,222,31300
CHEM,123,MWF,1210-1300,23-JAN-2012/12-MAY-2012,PSYX,250N,31721
CHEM,123,MWF,1310-1400,23-JAN-2012/12-MAY-2012,PSYX,340S,33360
CHEM,123,MWF,1410-1500,23-JAN-2012/12-MAY-2012,PSYX,230S,31987
CHEM,123,MTWR,1510-1600,23-JAN-2012/12-MAY-2012,PSYX,100S,30226
CHEM,123,T,1610-1700,23-JAN-2012/12-MAY-2012,CHMY,650,31791
CHEM,123,MW,1810-2000,23-JAN-2012/12-MAY-2012,PSYX,100S,30503
CHEM,204,TR,1010-1130,23-JAN-2012/12-MAY-2012,CHMY,542,34954
CHEM,204,TR,1510-1600,23-JAN-2012/12-MAY-2012,CHMY,553,30549
CHEM,204,T,1710-1900,23-JAN-2012/12-MAY-2012,CHMY,143N,33591
CHEM,204,M,1810-1900,23-JAN-2012/12-MAY-2012,CHMY,397,31527
CHEM,212,R,1010-1100,23-JAN-2012/12-MAY-2012,BCH,380,33727
CHEM,212,T,1010-1100,23-JAN-2012/12-MAY-2012,BCH,380,33726
CHEM,212,MWF,1010-1100,23-JAN-2012/12-MAY-2012,BCH,380,33725
CHEM,212,MF,1110-1200,23-JAN-2012/12-MAY-2012,PHAR,310,34294
CHEM,212,TWR,1110-1200,23-JAN-2012/12-MAY-2012,BMED,328,31936
CHEM,212,MWF,1310-1400,23-JAN-2012/12-MAY-2012,BCH,110,33244
CHEM,212,T,1510-1600,23-JAN-2012/12-MAY-2012,BCH,294,33724
CHEM,212,M,1610-1730,23-JAN-2012/12-MAY-2012,CHMY,630,30333
CHEM,401,W,0810-1100,23-JAN-2012/12-MAY-2012,CHMY,143N,30554
CHEM,401,F,0810-1100,23-JAN-2012/12-MAY-2012,CHMY,143N,33591
CHEM,401,F,0810-1100,23-JAN-2012/12-MAY-2012,CHMY,143N,33592
CHEM,401,F,0810-1100,23-JAN-2012/12-MAY-2012,CHMY,143N,34477
CHEM,401,F,0810-1100,23-JAN-2012/12-MAY-2012,CHMY,143N,34478
CHEM,401,W,0810-1100,23-JAN-2012/12-MAY-2012,CHMY,143N,32906
CHEM,401,W,0810-1100,23-JAN-2012/12-MAY-2012,CHMY,143N,32907
CHEM,401,W,0810-1100,23-JAN-2012/12-MAY-2012,CHMY,143N,33113
CHEM,401,T,0910-1200,23-JAN-2012/12-MAY-2012,CHMY,124N,30311
CHEM,401,T,0910-1200,23-JAN-2012/12-MAY-2012,CHMY,124N,30381
CHEM,401,R,0910-1200,23-JAN-2012/12-MAY-2012,CHMY,124N,34308
CHEM,401,R,0910-1200,23-JAN-2012/12-MAY-2012,CHMY,124N,30510
CHEM,401,W,1110-1400,23-JAN-2012/12-MAY-2012,CHMY,143N,30556
CHEM,401,W,1110-1400,23-JAN-2012/12-MAY-2012,CHMY,143N,32909
CHEM,401,W,1110-1400,23-JAN-2012/12-MAY-2012,CHMY,143N,32908
CHEM,401,W,1110-1400,23-JAN-2012/12-MAY-2012,CHMY,143N,30555
CHEM,401,F,1110-1400,23-JAN-2012/12-MAY-2012,CHMY,141N,32903
CHEM,401,F,1110-1400,23-JAN-2012/12-MAY-2012,CHMY,141N,30551
CHEM,401,F,1110-1400,23-JAN-2012/12-MAY-2012,CHMY,141N,32902
CHEM,401,F,1110-1400,23-JAN-2012/12-MAY-2012,CHMY,141N,30552
CHEM,401,R,1310-1600,23-JAN-2012/12-MAY-2012,CHMY,124N,30512
CHEM,401,R,1310-1600,23-JAN-2012/12-MAY-2012,CHMY,124N,30511
CHEM,401,T,1310-1600,23-JAN-2012/12-MAY-2012,CHMY,124N,30312
CHEM,401,T,1310-1600,23-JAN-2012/12-MAY-2012,CHMY,124N,30313
CHEM,401,M,1410-1700,23-JAN-2012/12-MAY-2012,CHMY,122,32480
CHEM,401,F,1410-1700,23-JAN-2012/12-MAY-2012,CHMY,141N,30553
CHEM,401,F,1410-1700,23-JAN-2012/12-MAY-2012,CHMY,141N,32905
CHEM,401,F,1410-1700,23-JAN-2012/12-MAY-2012,CHMY,141N,30641
CHEM,401,M,1410-1700,23-JAN-2012/12-MAY-2012,CHMY,122,33560
CHEM,401,F,1410-1700,23-JAN-2012/12-MAY-2012,CHMY,141N,32904
CHEM,401,W,1510-1800,23-JAN-2012/12-MAY-2012,CHMY,143N,32911
CHEM,401,W,1510-1800,23-JAN-2012/12-MAY-2012,CHMY,143N,32910
CHEM,401,W,1510-1800,23-JAN-2012/12-MAY-2012,CHMY,143N,30634
CHEM,401,W,1510-1800,23-JAN-2012/12-MAY-2012,CHMY,143N,30557
CPC,115,MW,1310-1430,23-JAN-2012/12-MAY-2012,PSYX,625,34836
CPC,115,T,1310-1500,23-JAN-2012/12-MAY-2012,PSYX,534,31006
CPC,119,TR,1110-1230,23-JAN-2012/12-MAY-2012,PSYX,680,34837
CPC,119,MW,1240-1400,23-JAN-2012/12-MAY-2012,PSYX,540,32872
CPC,119,T,1310-1500,23-JAN-2012/12-MAY-2012,PSYX,534,31005
CPC,121,TR,0810-0930,23-JAN-2012/12-MAY-2012,PSYX,526,32503
CPC,121,W,1010-1300,23-JAN-2012/12-MAY-2012,PSYX,630,32504
CPC,121,T,1310-1500,23-JAN-2012/12-MAY-2012,PSYX,534,31007
CUR,8,MW,0810-0930,23-JAN-2012/12-MAY-2012,CSD,221N,34509
CUR,8,F,0910-1200,23-JAN-2012/12-MAY-2012,CSD,525,34399
CUR,8,TR,0940-1100,23-JAN-2012/12-MAY-2012,CSD,420,33011
CUR,8,MW,0940-1100,23-JAN-2012/12-MAY-2012,CSD,411,33534
CUR,8,MW,1110-1230,23-JAN-2012/12-MAY-2012,CSD,405,35108
CUR,8,TR,1110-1230,23-JAN-2012/12-MAY-2012,CSD,340,33010
CUR,8,TR,1240-1400,23-JAN-2012/12-MAY-2012,CSD,360,33542
CUR,8,MW,1240-1400,23-JAN-2012/12-MAY-2012,CSD,600,34401
CUR,8,T,1410-1700,23-JAN-2012/12-MAY-2012,CSD,440,33535
CUR,8,MW,1410-1530,23-JAN-2012/12-MAY-2012,CSD,530,33543
CUR,8,R,1410-1700,23-JAN-2012/12-MAY-2012,CSD,450,33533
CUR,8,MW,1540-1700,23-JAN-2012/12-MAY-2012,CSD,132,35273
CUR,8,T,1710-2000,23-JAN-2012/12-MAY-2012,CSD,560,33552
CUR,8,R,1740-1900,23-JAN-2012/12-MAY-2012,CSD,675,34402
CUR,62,F,1240-1400,23-JAN-2012/12-MAY-2012,CSD,575,33551
CUR,73,RF,0900-1200,19-JAN-2012/20-JAN-2012,S W,495,35522
CUR,73,RF,1300-1700,19-JAN-2012/20-JAN-2012,S W,495,35522
CUR,73,TR,1110-1230,23-JAN-2012/12-MAY-2012,HHP,370,30613
DAH,4,TR,0940-1100,23-JAN-2012/12-MAY-2012,JOUR,475,33209
DAH,4,TR,1110-1230,23-JAN-2012/12-MAY-2012,JOUR,270,31168
DAH,4,MW,1240-1400,23-JAN-2012/12-MAY-2012,R-TV,151,34533
DAH,4,TR,1240-1400,23-JAN-2012/12-MAY-2012,JOUR,475,33210
DAH,4,W,1410-1530,23-JAN-2012/12-MAY-2012,JOUR,110Y,35094
DAH,4,TR,1510-1630,23-JAN-2012/12-MAY-2012,JOUR,400,31598
DAH,5,MW,0940-1100,23-JAN-2012/12-MAY-2012,JOUR,285,34777
DAH,5,TR,0940-1100,23-JAN-2012/12-MAY-2012,JOUR,270,31265
DAH,5,MWF,1110-1200,23-JAN-2012/12-MAY-2012,JOUR,270,31167
DAH,9,MW,0940-1100,23-JAN-2012/12-MAY-2012,R-TV,151,30846
DAH,9,MW,1110-1230,23-JAN-2012/12-MAY-2012,R-TV,151,30938
DAH,9,MW,1240-1400,23-JAN-2012/12-MAY-2012,R-TV,151,33763
DAH,9,W,1410-1530,23-JAN-2012/12-MAY-2012,JOUR,110Y,35095
DAH,114,TR,0910-1100,23-JAN-2012/12-MAY-2012,R-TV,350,35098
DAH,114,TR,1310-1600,23-JAN-2012/12-MAY-2012,R-TV,351,30754
DAH,114,TR,1310-1600,23-JAN-2012/12-MAY-2012,R-TV,361,31798
DAH,210,MTWRF,0900-1200,03-JAN-2012/20-JAN-2012,JOUR,495,34073
DAH,210,MW,0940-1100,23-JAN-2012/12-MAY-2012,JOUR,227,32689
DAH,210,MW,1110-1230,23-JAN-2012/12-MAY-2012,JOUR,315,34775
DAH,210,MW,1240-1400,23-JAN-2012/12-MAY-2012,JOUR,331,33714
DAH,210,TR,1240-1400,23-JAN-2012/12-MAY-2012,JOUR,165,31667
DAH,210,TR,1410-1530,23-JAN-2012/12-MAY-2012,JOUR,227,30816
DAH,301,TR,0940-1100,23-JAN-2012/12-MAY-2012,JOUR,450,33710
DAH,301,M,1240-1400,23-JAN-2012/12-MAY-2012,JOUR,567,31040
DAH,301,TR,1410-1530,23-JAN-2012/12-MAY-2012,JOUR,575,34035
DAH,301,M,1510-1700,23-JAN-2012/12-MAY-2012,JOUR,620,31066
DAH,301,W,1510-1600,23-JAN-2012/12-MAY-2012,JOUR,620,31066
DAH,301,T,1710-1900,23-JAN-2012/12-MAY-2012,JOUR,440,31012
DAH,301,T,1710-1900,23-JAN-2012/12-MAY-2012,JOUR,640,30761
DAH,303,T,1540-1800,23-JAN-2012/12-MAY-2012,JOUR,418,33712
DAH,305,MW,0940-1100,23-JAN-2012/12-MAY-2012,R-TV,420,34364
DAH,306,TR,1110-1230,23-JAN-2012/12-MAY-2012,JOUR,227,33707
DAH,306,MW,1110-1230,23-JAN-2012/12-MAY-2012,JOUR,417,32478
DAH,306,W,1410-1530,23-JAN-2012/12-MAY-2012,JOUR,110Y,35096
DAH,316,MW,0940-1100,23-JAN-2012/12-MAY-2012,JOUR,191H,35430
DAH,316,TR,0940-1100,23-JAN-2012/12-MAY-2012,R-TV,481,34796
DAH,316,TR,0940-1100,23-JAN-2012/12-MAY-2012,R-TV,481,31799
DAH,316,TR,0940-1100,23-JAN-2012/12-MAY-2012,R-TV,681,31935
DAH,316,MW,1110-1230,23-JAN-2012/12-MAY-2012,JOUR,481,34780
